Row ID,Order ID,Order Date,Ship Date,Customer ID,Customer Name,Country,City,State,Postal Code,Product ID,Product Name,Sales,Order Year,Order Month,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology,Sub-Category_Appliances,Sub-Category_Art,Sub-Category_Binders,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Copiers,Sub-Category_Envelopes,Sub-Category_Fasteners,Sub-Category_Furnishings,Sub-Category_Labels,Sub-Category_Machines,Sub-Category_Paper,Sub-Category_Phones,Sub-Category_Storage,Sub-Category_Supplies,Sub-Category_Tables
143,CA-2018-106180,2018-09-18,2018-09-23,SH-19975,Sally Hughsby,United States,San Francisco,California,1.2131151651761427,OFF-EN-10004030,Convenience Packs of Business Envelopes,-0.3509449009858335,2018,9,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
144,CA-2018-106180,2018-09-18,2018-09-23,SH-19975,Sally Hughsby,United States,San Francisco,California,1.2131151651761427,OFF-PA-10004327,Xerox 1911,-0.13895035759772464,2018,9,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
145,CA-2018-155376,2018-12-22,2018-12-27,SG-20080,Sandra Glassco,United States,Independence,Missouri,0.27571964712290403,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,0.9713399440539536,2018,12,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,CA-2016-110744,2016-09-07,2016-09-12,HA-14920,Helen Andreada,United States,Pasadena,California,1.1190233145264379,OFF-ST-10003656,Safco Industrial Wire Shelving,0.7040327623503386,2016,9,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
147,CA-2015-110072,2015-10-22,2015-10-28,MG-17680,Maureen Gastineau,United States,Newark,Ohio,-0.3789950194257378,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",-0.21844352377695134,2015,10,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
148,CA-2017-114489,2017-12-05,2017-12-09,JE-16165,Justin Ellison,United States,Franklin,Wisconsin,-0.06482551014903953,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,0.24525384535836692,2017,12,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
149,CA-2017-114489,2017-12-05,2017-12-09,JE-16165,Justin Ellison,United States,Franklin,Wisconsin,-0.06482551014903953,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,-0.12894429175126693,2017,12,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
150,CA-2017-114489,2017-12-05,2017-12-09,JE-16165,Justin Ellison,United States,Franklin,Wisconsin,-0.06482551014903953,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",2.7465947619579447,2017,12,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
151,CA-2017-114489,2017-12-05,2017-12-09,JE-16165,Justin Ellison,United States,Franklin,Wisconsin,-0.06482551014903953,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,-0.09450555156521309,2017,12,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
152,CA-2017-158834,2017-03-13,2017-03-16,TW-21025,Tamara Willingham,United States,Scottsdale,Arizona,0.9366385145593163,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,-0.11625717476891625,2017,3,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,CA-2017-158834,2017-03-13,2017-03-16,TW-21025,Tamara Willingham,United States,Scottsdale,Arizona,0.9366385145593163,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,-0.044021997021856926,2017,3,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
154,CA-2016-124919,2016-05-31,2016-06-02,SP-20650,Stephanie Phelps,United States,San Jose,California,1.2443232309482948,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,-0.27510945457057506,2016,5,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
155,CA-2016-124919,2016-05-31,2016-06-02,SP-20650,Stephanie Phelps,United States,San Jose,California,1.2443232309482948,OFF-PA-10002254,Xerox 1883,-0.19988043638843525,2016,5,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
156,CA-2016-124919,2016-05-31,2016-06-02,SP-20650,Stephanie Phelps,United States,San Jose,California,1.2443232309482948,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",-0.23920251971486556,2016,5,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
157,CA-2016-118948,2016-05-28,2016-06-03,NK-18490,Neil Knudson,United States,Seattle,Washington,1.3372927135982018,OFF-AR-10001547,Newell 311,-0.35769540473870687,2016,5,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,CA-2015-104269,2015-03-01,2015-03-06,DB-13060,Dave Brooks,United States,Seattle,Washington,1.3376044824870346,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,0.3619402125930232,2015,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
159,CA-2017-114104,2017-11-20,2017-11-24,NP-18670,Nora Paige,United States,Edmond,Oklahoma,0.5556569324057733,OFF-LA-10002475,Avery 519,-0.3449444532055016,2017,11,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
160,CA-2017-114104,2017-11-20,2017-11-24,NP-18670,Nora Paige,United States,Edmond,Oklahoma,0.5556569324057733,TEC-PH-10004536,Avaya 5420 Digital phone,1.1397035719329471,2017,11,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
161,CA-2017-162733,2017-05-11,2017-05-12,TT-21070,Ted Trevino,United States,Los Angeles,California,1.0860069891990565,OFF-PA-10002751,Xerox 1920,-0.35873271619009406,2017,5,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
162,CA-2016-119697,2016-12-28,2016-12-31,EM-13960,Eric Murdock,United States,Philadelphia,Pennsylvania,-1.1247773784024073,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,-0.281486526200949,2016,12,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,CA-2017-154508,2017-11-16,2017-11-20,RD-19900,Ruben Dartt,United States,Carlsbad,New Mexico,1.029109166987091,OFF-EN-10001990,Staple envelope,-0.3229534504360937,2017,11,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
164,CA-2017-113817,2017-11-07,2017-11-11,MJ-17740,Max Jones,United States,Seattle,Washington,1.3376044824870346,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,-0.32410247235147643,2017,11,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
165,CA-2015-139892,2015-09-08,2015-09-12,BM-11140,Becky Martin,United States,San Antonio,Texas,0.7169349785989221,OFF-AR-10004441,BIC Brite Liner Highlighters,-0.3524194791105746,2015,9,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
166,CA-2015-139892,2015-09-08,2015-09-12,BM-11140,Becky Martin,United States,San Antonio,Texas,0.7169349785989221,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,12.653895791333428,2015,9,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
167,CA-2015-139892,2015-09-08,2015-09-12,BM-11140,Becky Martin,United States,San Antonio,Texas,0.7169349785989221,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,0.07206751716230891,2015,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
168,CA-2015-139892,2015-09-08,2015-09-12,BM-11140,Becky Martin,United States,San Antonio,Texas,0.7169349785989221,FUR-CH-10004287,SAFCO Arco Folding Chair,2.4086227324582934,2015,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
169,CA-2015-139892,2015-09-08,2015-09-12,BM-11140,Becky Martin,United States,San Antonio,Texas,0.7169349785989221,OFF-AR-10002656,Sanford Liquid Accent Highlighters,-0.3171062055778129,2015,9,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
170,CA-2015-139892,2015-09-08,2015-09-12,BM-11140,Becky Martin,United States,San Antonio,Texas,0.7169349785989221,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,-0.08424414751533703,2015,9,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
171,CA-2015-139892,2015-09-08,2015-09-12,BM-11140,Becky Martin,United States,San Antonio,Texas,0.7169349785989221,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,-0.13850989919682793,2015,9,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
172,CA-2015-118962,2015-08-05,2015-08-09,CS-12130,Chad Sievert,United States,Los Angeles,California,1.0847287367548424,OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",-0.33485859417047564,2015,8,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
173,CA-2015-118962,2015-08-05,2015-08-09,CS-12130,Chad Sievert,United States,Los Angeles,California,1.0847287367548424,OFF-PA-10001144,Xerox 1913,-0.19119893747221037,2015,8,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
174,CA-2015-118962,2015-08-05,2015-08-09,CS-12130,Chad Sievert,United States,Los Angeles,California,1.0847287367548424,FUR-CH-10003817,"Global Value Steno Chair, Gray",0.17454750510427516,2015,8,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
175,US-2015-100853,2015-09-14,2015-09-19,JB-15400,Jennifer Braxton,United States,Chicago,Illinois,0.168720564475526,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,-0.2845761184623114,2015,9,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176,US-2015-100853,2015-09-14,2015-09-19,JB-15400,Jennifer Braxton,United States,Chicago,Illinois,0.168720564475526,OFF-LA-10003148,Avery 51,-0.33610336791214024,2015,9,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
177,US-2018-152366,2018-04-21,2018-04-25,SJ-20500,Shirley Jackson,United States,Houston,Texas,0.6804268417166145,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",-0.21305588768482356,2018,4,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
178,US-2016-101511,2016-11-21,2016-11-23,JE-15745,Joel Eaton,United States,Newark,Ohio,-0.3789950194257378,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",0.2649659546622658,2016,11,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
179,US-2016-101511,2016-11-21,2016-11-23,JE-15745,Joel Eaton,United States,Newark,Ohio,-0.3789950194257378,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,-0.34293366485358184,2016,11,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
180,CA-2016-137225,2016-12-15,2016-12-19,JK-15640,Jim Kriz,United States,New York City,New York,-1.409266489462234,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",-0.3630415483727792,2016,12,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
181,CA-2015-166191,2015-12-05,2015-12-09,DK-13150,David Kendrick,United States,Decatur,Illinois,0.2278942995759699,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",-0.3286730261926654,2015,12,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
182,CA-2015-166191,2015-12-05,2015-12-09,DK-13150,David Kendrick,United States,Decatur,Illinois,0.2278942995759699,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,0.284023759819905,2015,12,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
183,CA-2015-158274,2015-11-19,2015-11-24,RM-19675,Robert Marley,United States,Monroe,Louisiana,0.4985720488605084,TEC-PH-10003273,AT&T TR1909W,0.4359755246741821,2015,11,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
184,CA-2015-158274,2015-11-19,2015-11-24,RM-19675,Robert Marley,United States,Monroe,Louisiana,0.4985720488605084,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),-0.12897620902669424,2015,11,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
185,CA-2015-158274,2015-11-19,2015-11-24,RM-19675,Robert Marley,United States,Monroe,Louisiana,0.4985720488605084,TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,-0.3219959321732748,2015,11,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
186,CA-2017-105018,2017-11-28,2017-12-02,SK-19990,Sally Knutson,United States,Fairfield,Connecticut,-1.5085648805554446,OFF-BI-10001890,Avery Poly Binder Pockets,-0.3568495969398835,2017,11,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
187,CA-2015-123260,2015-08-26,2015-08-30,FM-14290,Frank Merwin,United States,Los Angeles,California,1.085601689643574,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,-0.08612726676554754,2015,8,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
188,CA-2017-157000,2017-07-16,2017-07-22,AM-10360,Alice McCarthy,United States,Grand Prairie,Texas,0.6185407172833262,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",-0.30887154851757015,2017,7,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
189,CA-2017-157000,2017-07-16,2017-07-22,AM-10360,Alice McCarthy,United States,Grand Prairie,Texas,0.6185407172833262,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,-0.33633317229521675,2017,7,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
190,CA-2016-102281,2016-10-12,2016-10-14,MP-17470,Mark Packer,United States,New York City,New York,-1.408455890351269,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1.0666225863870646,2016,10,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
191,CA-2016-102281,2016-10-12,2016-10-14,MP-17470,Mark Packer,United States,New York City,New York,-1.408455890351269,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,-0.2537567973097131,2016,10,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
192,CA-2016-102281,2016-10-12,2016-10-14,MP-17470,Mark Packer,United States,New York City,New York,-1.408455890351269,OFF-PA-10000061,Xerox 205,-0.28554640363530126,2016,10,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
193,CA-2016-102281,2016-10-12,2016-10-14,MP-17470,Mark Packer,United States,New York City,New York,-1.408455890351269,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",0.6312964833790707,2016,10,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
194,CA-2016-102281,2016-10-12,2016-10-14,MP-17470,Mark Packer,United States,New York City,New York,-1.408455890351269,OFF-AR-10003514,4009 Highlighters by Sanford,-0.3365182924926951,2016,10,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195,CA-2016-131457,2016-10-31,2016-11-06,MZ-17515,Mary Zewe,United States,Redlands,California,1.1586179634081892,OFF-EN-10001509,Poly String Tie Envelopes,-0.34548704688776566,2016,10,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
196,CA-2015-140004,2015-03-21,2015-03-25,CB-12025,Cassandra Brandow,United States,Hamilton,Ohio,-0.3180130247700643,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",-0.35645382272458503,2015,3,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
197,CA-2015-140004,2015-03-21,2015-03-25,CB-12025,Cassandra Brandow,United States,Hamilton,Ohio,-0.3180130247700643,OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",-0.3586241974536412,2015,3,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
198,CA-2018-107720,2018-11-06,2018-11-13,VM-21685,Valerie Mitchum,United States,Westfield,New Jersey,-1.5002718281124952,OFF-ST-10001414,Decoflex Hanging Personal Folder File,-0.29445132347951725,2018,11,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
199,US-2018-124303,2018-07-06,2018-07-13,FH-14365,Fred Hopkins,United States,Philadelphia,Pennsylvania,-1.1252138548467732,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",-0.363574566872415,2018,7,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
200,US-2018-124303,2018-07-06,2018-07-13,FH-14365,Fred Hopkins,United States,Philadelphia,Pennsylvania,-1.1252138548467732,OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",-0.34265279282982164,2018,7,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
201,CA-2018-105074,2018-06-24,2018-06-29,MB-17305,Maria Bertelson,United States,Akron,Ohio,-0.3398056700994691,OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,-0.3335755196982983,2018,6,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
202,CA-2015-133690,2015-08-03,2015-08-05,BS-11755,Bruce Stewart,United States,Denver,Colorado,0.7796628790320587,FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,-0.019180781556791416,2015,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
203,CA-2015-133690,2015-08-03,2015-08-05,BS-11755,Bruce Stewart,United States,Denver,Colorado,0.7796628790320587,OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",-0.3641267357373073,2015,8,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
204,US-2018-116701,2018-12-17,2018-12-21,LC-17140,Logan Currie,United States,Dallas,Texas,0.6238096115045986,OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,-0.26249574732170716,2018,12,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
205,CA-2018-126382,2018-06-03,2018-06-07,HK-14890,Heather Kirkland,United States,Franklin,Tennessee,-0.5657757607254004,FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",-0.3121526444314963,2018,6,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
206,CA-2018-108329,2018-12-09,2018-12-14,LE-16810,Laurel Elliston,United States,Whittier,California,1.1034348700848036,TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,0.3415131563195529,2018,12,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
207,CA-2018-135860,2018-12-01,2018-12-07,JH-15985,Joseph Holt,United States,Saginaw,Michigan,-0.20608799367912983,OFF-ST-10000642,"Tennsco Lockers, Gray",-0.23435109384991631,2018,12,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
208,CA-2018-135860,2018-12-01,2018-12-07,JH-15985,Joseph Holt,United States,Saginaw,Michigan,-0.20608799367912983,TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,-0.1576538809981209,2018,12,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
209,CA-2018-135860,2018-12-01,2018-12-07,JH-15985,Joseph Holt,United States,Saginaw,Michigan,-0.20608799367912983,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",-0.3428698303027273,2018,12,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
210,CA-2018-135860,2018-12-01,2018-12-07,JH-15985,Joseph Holt,United States,Saginaw,Michigan,-0.20608799367912983,OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",-0.2848282649381871,2018,12,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
211,CA-2018-135860,2018-12-01,2018-12-07,JH-15985,Joseph Holt,United States,Saginaw,Michigan,-0.20608799367912983,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",-0.22147247321500185,2018,12,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
212,CA-2016-101007,2016-02-09,2016-02-13,MS-17980,Michael Stewart,United States,Dallas,Texas,0.6238096115045986,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,-0.3350820150984667,2016,2,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
213,CA-2016-146262,2016-01-02,2016-01-09,VW-21775,Victoria Wilson,United States,Medina,Ohio,-0.34155157587693213,OFF-LA-10004544,Avery 505,-0.3304859274369359,2016,1,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
214,CA-2016-146262,2016-01-02,2016-01-09,VW-21775,Victoria Wilson,United States,Medina,Ohio,-0.34155157587693213,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,0.3537725818111778,2016,1,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
215,CA-2016-146262,2016-01-02,2016-01-09,VW-21775,Victoria Wilson,United States,Medina,Ohio,-0.34155157587693213,TEC-PH-10002844,Speck Products Candyshell Flip Case,-0.2677652894947539,2016,1,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
216,CA-2016-146262,2016-01-02,2016-01-09,VW-21775,Victoria Wilson,United States,Medina,Ohio,-0.34155157587693213,TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,1.5276101788386054,2016,1,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
217,CA-2016-146262,2016-01-02,2016-01-09,VW-21775,Victoria Wilson,United States,Medina,Ohio,-0.34155157587693213,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,-0.22531212144890572,2016,1,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
218,CA-2017-130162,2017-10-28,2017-11-01,JH-15910,Jonathan Howell,United States,Los Angeles,California,1.085601689643574,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",-0.21976489897964147,2017,10,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
219,CA-2017-130162,2017-10-28,2017-11-01,JH-15910,Jonathan Howell,United States,Los Angeles,California,1.085601689643574,TEC-PH-10002563,Adtran 1202752G1,0.11427492218736686,2017,10,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
220,CA-2016-169397,2016-12-24,2016-12-27,JB-15925,Joni Blumstein,United States,Dublin,Ohio,-0.380179741203302,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,-0.3593646782435545,2016,12,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
221,CA-2016-169397,2016-12-24,2016-12-27,JB-15925,Joni Blumstein,United States,Dublin,Ohio,-0.380179741203302,OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",-0.332043490477788,2016,12,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
222,CA-2016-169397,2016-12-24,2016-12-27,JB-15925,Joni Blumstein,United States,Dublin,Ohio,-0.380179741203302,OFF-BI-10002852,Ibico Standard Transparent Covers,-0.33671617960034433,2016,12,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
223,CA-2016-169397,2016-12-24,2016-12-27,JB-15925,Joni Blumstein,United States,Dublin,Ohio,-0.380179741203302,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",-0.25225030190954467,2016,12,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
224,CA-2016-169397,2016-12-24,2016-12-27,JB-15925,Joni Blumstein,United States,Dublin,Ohio,-0.380179741203302,TEC-MA-10001148,Swingline SM12-08 MicroCut Jam Free Shredder,0.39771947834702354,2016,12,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
225,CA-2016-169397,2016-12-24,2016-12-27,JB-15925,Joni Blumstein,United States,Dublin,Ohio,-0.380179741203302,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,-0.32491955460241523,2016,12,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
226,CA-2016-163055,2016-08-09,2016-08-16,DS-13180,David Smith,United States,Detroit,Michigan,-0.2177481501214723,OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",-0.3647650812458532,2016,8,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
